Country,Cancer Type,Deaths (2021),% of Total Cancer Deaths,Total Cancer Deaths,Population (2021)
Norway,Liver Cancer,11655,8.38,139082,922877273
Norway,Breast Cancer,31075,22.34,139082,43858520
Norway,Esophageal Cancer,43056,30.96,139082,154143927
Norway,Pancreatic Cancer,60191,43.28,139082,1444614528
Norway,Prostate Cancer,34272,24.64,139082,1475574671
Norway,Cervical Cancer,28048,20.17,139082,548120491
Norway,Bladder Cancer,44954,32.32,139082,1227250869
Norway,Non-Hodgkin Lymphoma,1717,1.23,139082,46362588
Norway,Leukemia,5434,3.91,139082,1377961170
Norway,Kidney Cancer,5994,4.31,139082,58413770
Norway,Ovarian Cancer,70300,50.55,139082,635685496
Norway,Oral Cancer,43215,31.07,139082,67607761
Oman,Lung Cancer,52759,19.22,274514,894165761
Oman,Colorectal Cancer,78535,28.61,274514,181326023
Oman,Stomach Cancer,3581,1.3,274514,781495598
Oman,Liver Cancer,56480,20.57,274514,1045027239
Oman,Breast Cancer,77067,28.07,274514,1495338894
Oman,Esophageal Cancer,26307,9.58,274514,196786867
Oman,Pancreatic Cancer,12064,4.39,274514,319280364
Oman,Prostate Cancer,37945,13.82,274514,58416012
Oman,Cervical Cancer,52756,19.22,274514,995492947
Oman,Bladder Cancer,46276,16.86,274514,254657722
Oman,Non-Hodgkin Lymphoma,27946,10.18,274514,946370962
Oman,Leukemia,74933,27.3,274514,466612839
Oman,Kidney Cancer,28197,10.27,274514,957651379
Oman,Ovarian Cancer,3890,1.42,274514,674148025
Oman,Oral Cancer,9026,3.29,274514,935874346
Pakistan,Lung Cancer,10277,2.6,395809,1471276863
Pakistan,Colorectal Cancer,48664,12.29,395809,23821211
Pakistan,Stomach Cancer,1670,0.42,395809,1308794555
Pakistan,Liver Cancer,18889,4.77,395809,1172708220
Pakistan,Breast Cancer,45535,11.5,395809,208958734
Pakistan,Esophageal Cancer,55319,13.98,395809,286457816
Pakistan,Pancreatic Cancer,22639,5.72,395809,360547129
Pakistan,Prostate Cancer,35660,9.01,395809,91508655
Pakistan,Cervical Cancer,33172,8.38,395809,1302383974
Pakistan,Bladder Cancer,59847,15.12,395809,78344057
Pakistan,Non-Hodgkin Lymphoma,78299,19.78,395809,603689232
Pakistan,Leukemia,45386,11.47,395809,736115748
Pakistan,Kidney Cancer,42003,10.61,395809,1041469532
Pakistan,Ovarian Cancer,36931,9.33,395809,838412104
Pakistan,Oral Cancer,36710,9.27,395809,1074646492
Palau,Lung Cancer,77502,37.09,208944,453740062
Palau,Colorectal Cancer,77674,37.17,208944,662995071
Palau,Stomach Cancer,46913,22.45,208944,339472420
Palau,Liver Cancer,27069,12.96,208944,1110249597
Palau,Breast Cancer,57233,27.39,208944,1319144843
Palau,Esophageal Cancer,60049,28.74,208944,930418508
Palau,Pancreatic Cancer,40178,19.23,208944,1164690037
Palau,Prostate Cancer,52727,25.23,208944,869675079
Palau,Cervical Cancer,17999,8.61,208944,1348875898
Palau,Bladder Cancer,39712,19.01,208944,1038237287
Palau,Non-Hodgkin Lymphoma,41172,19.7,208944,924042746
Palau,Leukemia,11625,5.56,208944,964551881
Palau,Kidney Cancer,44307,21.21,208944,1056502730
Palau,Ovarian Cancer,22839,10.93,208944,331590800
Palau,Oral Cancer,53953,25.82,208944,843484225
Panama,Lung Cancer,5886,3.94,149522,686093521
Panama,Colorectal Cancer,8485,5.67,149522,1273347359
Panama,Stomach Cancer,17767,11.88,149522,212925053
Panama,Liver Cancer,29453,19.7,149522,143813688
Panama,Breast Cancer,54442,36.41,149522,1067151874
Panama,Esophageal Cancer,23588,15.78,149522,1394767552
Panama,Pancreatic Cancer,32709,21.88,149522,1158544620
Panama,Prostate Cancer,38019,25.43,149522,836976569
Panama,Cervical Cancer,66133,44.23,149522,940376396
Panama,Bladder Cancer,67458,45.12,149522,410324387
Panama,Non-Hodgkin Lymphoma,28526,19.08,149522,1137598805
Panama,Leukemia,53198,35.58,149522,1189806068
Panama,Kidney Cancer,44395,29.69,149522,1121347926
Panama,Ovarian Cancer,38701,25.88,149522,1232402967
Panama,Oral Cancer,26939,18.02,149522,1176371769
Papua New Guinea,Lung Cancer,1203,0.47,253939,647856864
Papua New Guinea,Colorectal Cancer,16899,6.65,253939,933999559
Papua New Guinea,Stomach Cancer,4748,1.87,253939,1115872382
Papua New Guinea,Liver Cancer,67629,26.63,253939,1046380770
Papua New Guinea,Breast Cancer,72246,28.45,253939,247261252
Papua New Guinea,Esophageal Cancer,20259,7.98,253939,168414903
Papua New Guinea,Pancreatic Cancer,34457,13.57,253939,1219793135
Papua New Guinea,Prostate Cancer,3103,1.22,253939,864568237
Papua New Guinea,Cervical Cancer,45535,17.93,253939,1398112551
Papua New Guinea,Bladder Cancer,79278,31.22,253939,717279884
Papua New Guinea,Non-Hodgkin Lymphoma,29901,11.77,253939,406133201
Papua New Guinea,Leukemia,68914,27.14,253939,1344094752
Papua New Guinea,Kidney Cancer,51357,20.22,253939,889361852
Papua New Guinea,Ovarian Cancer,39437,15.53,253939,408669423
Papua New Guinea,Oral Cancer,76403,30.09,253939,1403904874
Paraguay,Lung Cancer,75842,46.16,164286,1318116383
Paraguay,Colorectal Cancer,15908,9.68,164286,25561090
Paraguay,Stomach Cancer,38228,23.27,164286,1038219490
Paraguay,Liver Cancer,29302,17.84,164286,1306800079
Paraguay,Breast Cancer,64344,39.17,164286,97318451
Paraguay,Esophageal Cancer,77234,47.01,164286,1219646514
Paraguay,Pancreatic Cancer,26525,16.15,164286,285243914
Paraguay,Prostate Cancer,15334,9.33,164286,345551931
Paraguay,Cervical Cancer,63767,38.81,164286,1341873204
Paraguay,Bladder Cancer,33933,20.65,164286,74657758
Paraguay,Non-Hodgkin Lymphoma,44469,27.07,164286,532472497
Paraguay,Leukemia,53656,32.66,164286,1127581215
Paraguay,Kidney Cancer,66206,40.3,164286,1448917774
Paraguay,Ovarian Cancer,37607,22.89,164286,514361130
Paraguay,Oral Cancer,24993,15.21,164286,273280930
Peru,Lung Cancer,47287,13.34,354466,374389449
Peru,Colorectal Cancer,77312,21.81,354466,298762883
Peru,Stomach Cancer,76324,21.53,354466,595089500
Peru,Liver Cancer,71014,20.03,354466,1001742930
Peru,Breast Cancer,11922,3.36,354466,757452801
Peru,Esophageal Cancer,34340,9.69,354466,339615960
Peru,Pancreatic Cancer,12094,3.41,354466,1469471990
Peru,Prostate Cancer,69798,19.69,354466,909969274
Peru,Cervical Cancer,71532,20.18,354466,643135939
Peru,Bladder Cancer,6232,1.76,354466,924848147
Peru,Non-Hodgkin Lymphoma,26613,7.51,354466,230127882
Peru,Leukemia,54535,15.39,354466,1430502140
Peru,Kidney Cancer,53113,14.98,354466,763492470
Peru,Ovarian Cancer,64185,18.11,354466,473718199
Peru,Oral Cancer,48574,13.7,354466,719792980
Philippines,Lung Cancer,37182,11.54,322123,820840424
Philippines,Colorectal Cancer,1570,0.49,322123,847691838
Philippines,Stomach Cancer,20288,6.3,322123,639399464
Philippines,Liver Cancer,30877,9.59,322123,1183353865
Philippines,Breast Cancer,1917,0.6,322123,671902098
Philippines,Esophageal Cancer,65575,20.36,322123,1333550470
Philippines,Pancreatic Cancer,40104,12.45,322123,771328206
Philippines,Prostate Cancer,17999,5.59,322123,882065931
Philippines,Cervical Cancer,62845,19.51,322123,343421233
Philippines,Bladder Cancer,24470,7.6,322123,1449980572
Philippines,Non-Hodgkin Lymphoma,60821,18.88,322123,729978061
Philippines,Leukemia,45435,14.1,322123,797266929
Philippines,Kidney Cancer,13192,4.1,322123,472146870
Philippines,Ovarian Cancer,73762,22.9,322123,858445418
Philippines,Oral Cancer,35087,10.89,322123,1301563061
Poland,Lung Cancer,57541,24.41,235699,155339970
Poland,Colorectal Cancer,4255,1.81,235699,661097996
Poland,Stomach Cancer,26380,11.19,235699,1434625520
Poland,Liver Cancer,20173,8.56,235699,613366145
Poland,Breast Cancer,54027,22.92,235699,338403317
Poland,Esophageal Cancer,25519,10.83,235699,408628651
Poland,Pancreatic Cancer,23439,9.94,235699,405082474
Poland,Prostate Cancer,77949,33.07,235699,871333075
Poland,Cervical Cancer,24559,10.42,235699,286733916
Poland,Bladder Cancer,6021,2.55,235699,459904191
Poland,Non-Hodgkin Lymphoma,52539,22.29,235699,1058790390
Poland,Leukemia,47223,20.04,235699,819963373
Poland,Kidney Cancer,79653,33.79,235699,416651562
Poland,Ovarian Cancer,67798,28.76,235699,788927991
Poland,Oral Cancer,60546,25.69,235699,1020737268
Portugal,Lung Cancer,4327,2.1,205686,1300830270
Portugal,Colorectal Cancer,30768,14.96,205686,862368498
Portugal,Stomach Cancer,43788,21.29,205686,822248464
Portugal,Liver Cancer,47830,23.25,205686,443551518
Portugal,Breast Cancer,16160,7.86,205686,1493019806
Portugal,Esophageal Cancer,10076,4.9,205686,268980509
Portugal,Pancreatic Cancer,32085,15.6,205686,1441012563
Portugal,Prostate Cancer,15715,7.64,205686,288833830
Portugal,Cervical Cancer,6750,3.28,205686,1362392560
Portugal,Bladder Cancer,36903,17.94,205686,1315481052
Portugal,Non-Hodgkin Lymphoma,35314,17.17,205686,1244004001
Portugal,Leukemia,36179,17.59,205686,723061881
Portugal,Kidney Cancer,26338,12.8,205686,238178929
Portugal,Ovarian Cancer,33101,16.09,205686,434697673
Portugal,Oral Cancer,46619,22.67,205686,633543716
Qatar,Lung Cancer,58124,17.44,333346,1114652861
Qatar,Colorectal Cancer,27616,8.28,333346,492479623
Qatar,Stomach Cancer,55567,16.67,333346,38392619
Qatar,Liver Cancer,76831,23.05,333346,669174230
Qatar,Breast Cancer,62799,18.84,333346,891230666
Qatar,Esophageal Cancer,26479,7.94,333346,944633500
Qatar,Pancreatic Cancer,56863,17.06,333346,557966971
Qatar,Prostate Cancer,16408,4.92,333346,748299452
Qatar,Cervical Cancer,17351,5.21,333346,905120420
Qatar,Bladder Cancer,45825,13.75,333346,1328246421
Qatar,Non-Hodgkin Lymphoma,61931,18.58,333346,632024862
Qatar,Leukemia,39225,11.77,333346,1472649727
Qatar,Kidney Cancer,13453,4.04,333346,666399166
Qatar,Ovarian Cancer,16735,5.02,333346,356352022
Qatar,Oral Cancer,48893,14.67,333346,1415393886
Romania,Lung Cancer,46066,14.37,320534,273336859
Romania,Colorectal Cancer,4373,1.36,320534,1305832095
Romania,Stomach Cancer,24741,7.72,320534,590048260
Romania,Liver Cancer,48295,15.07,320534,347599909
Romania,Breast Cancer,35057,10.94,320534,24659943
Romania,Esophageal Cancer,20583,6.42,320534,619813677
Romania,Pancreatic Cancer,60287,18.81,320534,533569442
Romania,Prostate Cancer,47525,14.83,320534,354356944
Romania,Cervical Cancer,20520,6.4,320534,1317250590
Romania,Bladder Cancer,74193,23.15,320534,1385616760
Romania,Non-Hodgkin Lymphoma,31134,9.71,320534,245721769
Romania,Leukemia,42185,13.16,320534,820161877
Romania,Kidney Cancer,71744,22.38,320534,320062703
Romania,Ovarian Cancer,29018,9.05,320534,1190917607
Romania,Oral Cancer,74616,23.28,320534,856754857
Russia,Lung Cancer,39862,16.57,240558,164306302
Russia,Colorectal Cancer,59870,24.89,240558,1461753062
Russia,Stomach Cancer,44856,18.65,240558,1139854943
Russia,Liver Cancer,32379,13.46,240558,68960025
Russia,Breast Cancer,29378,12.21,240558,98754068
Russia,Esophageal Cancer,55353,23.01,240558,1038842127
Russia,Pancreatic Cancer,66982,27.84,240558,256889227
Russia,Prostate Cancer,18618,7.74,240558,679959547
Russia,Cervical Cancer,63790,26.52,240558,503561528
Russia,Bladder Cancer,21527,8.95,240558,530279887
Russia,Non-Hodgkin Lymphoma,72094,29.97,240558,853682534
Russia,Leukemia,45739,19.01,240558,1128201112
Russia,Kidney Cancer,36303,15.09,240558,844614092
Russia,Ovarian Cancer,68568,28.5,240558,754730788
Russia,Oral Cancer,72045,29.95,240558,291886610
Rwanda,Lung Cancer,2881,1.18,244972,622676126
Rwanda,Colorectal Cancer,21789,8.89,244972,988098243
Rwanda,Stomach Cancer,47151,19.25,244972,1038675340
Rwanda,Liver Cancer,68231,27.85,244972,1201082106
Rwanda,Breast Cancer,4262,1.74,244972,305416165
Rwanda,Esophageal Cancer,76485,31.22,244972,940351451
Rwanda,Pancreatic Cancer,51818,21.15,244972,786282284
Rwanda,Prostate Cancer,7901,3.23,244972,1399917857
Rwanda,Cervical Cancer,9597,3.92,244972,447036575
Rwanda,Bladder Cancer,64909,26.5,244972,253397814
Rwanda,Non-Hodgkin Lymphoma,9263,3.78,244972,615185144
Rwanda,Leukemia,26805,10.94,244972,1086761055
Rwanda,Kidney Cancer,12874,5.26,244972,374736122
Rwanda,Ovarian Cancer,73779,30.12,244972,244889328
Rwanda,Oral Cancer,10018,4.09,244972,1483282782
Saint Kitts and Nevis,Lung Cancer,13100,5.95,220062,753148157
Saint Kitts and Nevis,Colorectal Cancer,20800,9.45,220062,109393598
Saint Kitts and Nevis,Stomach Cancer,64400,29.26,220062,1086106462
Saint Kitts and Nevis,Liver Cancer,30437,13.83,220062,87217428
Saint Kitts and Nevis,Breast Cancer,77537,35.23,220062,95287443
Saint Kitts and Nevis,Esophageal Cancer,20942,9.52,220062,382964670
Saint Kitts and Nevis,Pancreatic Cancer,12669,5.76,220062,1081940931
Saint Kitts and Nevis,Prostate Cancer,54772,24.89,220062,531333228
Saint Kitts and Nevis,Cervical Cancer,11878,5.4,220062,431705577
Saint Kitts and Nevis,Bladder Cancer,74648,33.92,220062,547873619
Saint Kitts and Nevis,Non-Hodgkin Lymphoma,19931,9.06,220062,1075883276
Saint Kitts and Nevis,Leukemia,1336,0.61,220062,654043637
Saint Kitts and Nevis,Kidney Cancer,46536,21.15,220062,234377664
Saint Kitts and Nevis,Ovarian Cancer,52148,23.7,220062,403767120
Saint Kitts and Nevis,Oral Cancer,17279,7.85,220062,1019271047
Saint Lucia,Lung Cancer,72386,15.51,466577,173052588
Saint Lucia,Colorectal Cancer,78485,16.82,466577,473195399
Saint Lucia,Stomach Cancer,78273,16.78,466577,1228555950
Saint Lucia,Liver Cancer,77474,16.6,466577,387323212
Saint Lucia,Breast Cancer,72128,15.46,466577,870680828
Saint Lucia,Esophageal Cancer,53495,11.47,466577,496010678
Saint Lucia,Pancreatic Cancer,77533,16.62,466577,56500286
Saint Lucia,Prostate Cancer,75640,16.21,466577,877530973
Saint Lucia,Cervical Cancer,67406,14.45,466577,1158274207
Saint Lucia,Bladder Cancer,50649,10.86,466577,894876461
Saint Lucia,Non-Hodgkin Lymphoma,34885,7.48,466577,734186828
Saint Lucia,Leukemia,31676,6.79,466577,1130118301
Saint Lucia,Kidney Cancer,48764,10.45,466577,196217007
Saint Lucia,Ovarian Cancer,73307,15.71,466577,731284174
Saint Lucia,Oral Cancer,32923,7.06,466577,43322633
Saint Vincent and the Grenadines,Lung Cancer,79388,23.63,335998,216792086
Saint Vincent and the Grenadines,Colorectal Cancer,44391,13.21,335998,150943987
Saint Vincent and the Grenadines,Stomach Cancer,54664,16.27,335998,1457768693
Saint Vincent and the Grenadines,Liver Cancer,20456,6.09,335998,1272342123
Saint Vincent and the Grenadines,Breast Cancer,36554,10.88,335998,1090779530
Saint Vincent and the Grenadines,Esophageal Cancer,14409,4.29,335998,926568719
Saint Vincent and the Grenadines,Pancreatic Cancer,37639,11.2,335998,214092110
Saint Vincent and the Grenadines,Prostate Cancer,64627,19.23,335998,965642272
Saint Vincent and the Grenadines,Cervical Cancer,20692,6.16,335998,480288269
Saint Vincent and the Grenadines,Bladder Cancer,79840,23.76,335998,466228728
Saint Vincent and the Grenadines,Non-Hodgkin Lymphoma,58415,17.39,335998,746159869
Saint Vincent and the Grenadines,Leukemia,30963,9.22,335998,476756650
Saint Vincent and the Grenadines,Kidney Cancer,53265,15.85,335998,239478194
Saint Vincent and the Grenadines,Ovarian Cancer,29810,8.87,335998,295054502
Saint Vincent and the Grenadines,Oral Cancer,23800,7.08,335998,906299424
Samoa,Lung Cancer,76476,21.45,356505,283529620
Samoa,Colorectal Cancer,58767,16.48,356505,285177329
Samoa,Stomach Cancer,26068,7.31,356505,1404846847
Samoa,Liver Cancer,71453,20.04,356505,377018631
Samoa,Breast Cancer,26832,7.53,356505,1215621616
Samoa,Esophageal Cancer,14682,4.12,356505,1483123402
Samoa,Pancreatic Cancer,24383,6.84,356505,130295152
Samoa,Prostate Cancer,24666,6.92,356505,1262757889
Samoa,Cervical Cancer,35642,10.0,356505,589817254
Samoa,Bladder Cancer,11234,3.15,356505,479732560
Samoa,Non-Hodgkin Lymphoma,10221,2.87,356505,767651538
Samoa,Leukemia,62413,17.51,356505,1270826587
Samoa,Kidney Cancer,76301,21.4,356505,428897124
Samoa,Ovarian Cancer,57563,16.15,356505,1027784835
Samoa,Oral Cancer,45757,12.83,356505,1192701721
San Marino,Lung Cancer,78475,16.24,483152,45171571
San Marino,Colorectal Cancer,57889,11.98,483152,928927583
San Marino,Stomach Cancer,36944,7.65,483152,1490863907
San Marino,Liver Cancer,39134,8.1,483152,1265785490
San Marino,Breast Cancer,26954,5.58,483152,611981613
San Marino,Esophageal Cancer,71427,14.78,483152,1122194880
San Marino,Pancreatic Cancer,2961,0.61,483152,1475834641
San Marino,Prostate Cancer,33551,6.94,483152,177106080
San Marino,Cervical Cancer,56755,11.75,483152,798717447
San Marino,Bladder Cancer,5567,1.15,483152,853512677
San Marino,Non-Hodgkin Lymphoma,45523,9.42,483152,709174746
San Marino,Leukemia,62576,12.95,483152,1031746478
San Marino,Kidney Cancer,44919,9.3,483152,903512823
San Marino,Ovarian Cancer,4358,0.9,483152,647273495
San Marino,Oral Cancer,77524,16.05,483152,7519585
Sao Tome and Principe,Lung Cancer,67809,18.43,367842,22588887
Sao Tome and Principe,Colorectal Cancer,56805,15.44,367842,259112117
Sao Tome and Principe,Stomach Cancer,77777,21.14,367842,1079797593
Sao Tome and Principe,Liver Cancer,45041,12.24,367842,762035986
Sao Tome and Principe,Breast Cancer,9002,2.45,367842,1264866007
Sao Tome and Principe,Esophageal Cancer,20738,5.64,367842,239823887
Sao Tome and Principe,Pancreatic Cancer,50422,13.71,367842,913454091
Sao Tome and Principe,Prostate Cancer,13392,3.64,367842,703328500
Sao Tome and Principe,Cervical Cancer,33299,9.05,367842,933525742
Sao Tome and Principe,Bladder Cancer,7305,1.99,367842,1106801355
Sao Tome and Principe,Non-Hodgkin Lymphoma,21566,5.86,367842,1284581615
Sao Tome and Principe,Leukemia,68766,18.69,367842,460807087
Sao Tome and Principe,Kidney Cancer,27177,7.39,367842,793990365
Sao Tome and Principe,Ovarian Cancer,21354,5.81,367842,1470341049
Sao Tome and Principe,Oral Cancer,29820,8.11,367842,1422415856
Saudi Arabia,Lung Cancer,14780,8.33,177525,1009998845
Saudi Arabia,Colorectal Cancer,35812,20.17,177525,136097824
Saudi Arabia,Stomach Cancer,46939,26.44,177525,1237715813
Saudi Arabia,Liver Cancer,41953,23.63,177525,1289241401
Saudi Arabia,Breast Cancer,20309,11.44,177525,413668851
Saudi Arabia,Esophageal Cancer,26901,15.15,177525,568958552
Saudi Arabia,Pancreatic Cancer,32508,18.31,177525,360080919
Saudi Arabia,Prostate Cancer,26464,14.91,177525,201556420
Saudi Arabia,Cervical Cancer,36440,20.53,177525,195343786
Saudi Arabia,Bladder Cancer,57683,32.49,177525,1001727854
Saudi Arabia,Non-Hodgkin Lymphoma,42430,23.9,177525,682445315
Saudi Arabia,Leukemia,26105,14.7,177525,455636180
Saudi Arabia,Kidney Cancer,14026,7.9,177525,287067413
Saudi Arabia,Ovarian Cancer,46927,26.43,177525,675440854
Saudi Arabia,Oral Cancer,58535,32.97,177525,261188297
Senegal,Lung Cancer,8347,5.43,153592,47433264
Senegal,Colorectal Cancer,4783,3.11,153592,1403526198
Senegal,Stomach Cancer,5298,3.45,153592,1293702268
Senegal,Liver Cancer,56161,36.57,153592,331099948
Senegal,Breast Cancer,35484,23.1,153592,510851703
Senegal,Esophageal Cancer,21922,14.27,153592,366409125
Senegal,Pancreatic Cancer,21316,13.88,153592,972844804
Senegal,Prostate Cancer,17968,11.7,153592,408366383
Senegal,Cervical Cancer,25000,16.28,153592,858727335
Senegal,Bladder Cancer,15011,9.77,153592,503270770
Senegal,Non-Hodgkin Lymphoma,6898,4.49,153592,139692571
Senegal,Leukemia,40019,26.06,153592,444519819
Senegal,Kidney Cancer,5006,3.26,153592,741984409
Senegal,Ovarian Cancer,11956,7.78,153592,292947386
Senegal,Oral Cancer,7078,4.61,153592,264091135
Serbia,Lung Cancer,63901,13.96,457820,1261876381
Serbia,Colorectal Cancer,42574,9.3,457820,1212398841
Serbia,Stomach Cancer,66006,14.42,457820,620803297
Serbia,Liver Cancer,40454,8.84,457820,227625075
Serbia,Breast Cancer,55710,12.17,457820,938419029
Serbia,Esophageal Cancer,76886,16.79,457820,320703424
Serbia,Pancreatic Cancer,30432,6.65,457820,334425854
Serbia,Prostate Cancer,49617,10.84,457820,1390646228
Serbia,Cervical Cancer,6454,1.41,457820,1378379536
Serbia,Bladder Cancer,44618,9.75,457820,1263417103
Serbia,Non-Hodgkin Lymphoma,48111,10.51,457820,680910077
Serbia,Leukemia,60993,13.32,457820,671168716
Serbia,Kidney Cancer,9848,2.15,457820,1438057189
Serbia,Ovarian Cancer,79672,17.4,457820,1465191749
Serbia,Oral Cancer,62602,13.67,457820,951212973
Seychelles,Lung Cancer,43222,12.82,337069,600572551
Seychelles,Colorectal Cancer,66333,19.68,337069,1125781564
Seychelles,Stomach Cancer,50420,14.96,337069,1185369054
Seychelles,Liver Cancer,10460,3.1,337069,878233143
Seychelles,Breast Cancer,10275,3.05,337069,510571077
Seychelles,Esophageal Cancer,14269,4.23,337069,329858169
Seychelles,Pancreatic Cancer,66942,19.86,337069,136601368
Seychelles,Prostate Cancer,23553,6.99,337069,1340179993
Seychelles,Cervical Cancer,12795,3.8,337069,1073763269
Seychelles,Bladder Cancer,69154,20.52,337069,672774143
Seychelles,Non-Hodgkin Lymphoma,30425,9.03,337069,1427400643
Seychelles,Leukemia,6368,1.89,337069,923358285
Seychelles,Kidney Cancer,59829,17.75,337069,294992460
Seychelles,Ovarian Cancer,61294,18.18,337069,1028109419
Seychelles,Oral Cancer,8566,2.54,337069,485454418
Sierra Leone,Lung Cancer,25042,16.28,153822,190151982
Sierra Leone,Colorectal Cancer,18387,11.95,153822,831368162
Sierra Leone,Stomach Cancer,52618,34.21,153822,995199443
Sierra Leone,Liver Cancer,19019,12.36,153822,779905250
Sierra Leone,Breast Cancer,41863,27.22,153822,1433990127
Sierra Leone,Esophageal Cancer,11283,7.34,153822,1352501671
Sierra Leone,Pancreatic Cancer,47999,31.2,153822,481310588
Sierra Leone,Prostate Cancer,23908,15.54,153822,1097661354
Sierra Leone,Cervical Cancer,51225,33.3,153822,455726720
Sierra Leone,Bladder Cancer,38663,25.13,153822,1074863843
Sierra Leone,Non-Hodgkin Lymphoma,62381,40.55,153822,756153721
Sierra Leone,Leukemia,10343,6.72,153822,680291277
Sierra Leone,Kidney Cancer,40791,26.52,153822,932819982
Sierra Leone,Ovarian Cancer,48101,31.27,153822,781734275
Sierra Leone,Oral Cancer,58530,38.05,153822,126220559
Singapore,Lung Cancer,63653,26.98,235899,672233411
Singapore,Colorectal Cancer,6313,2.68,235899,245987166
Singapore,Stomach Cancer,29807,12.64,235899,11425111
Singapore,Liver Cancer,70390,29.84,235899,995226346
Singapore,Breast Cancer,60550,25.67,235899,1345540134
Singapore,Esophageal Cancer,76308,32.35,235899,1446249985
Singapore,Pancreatic Cancer,53999,22.89,235899,216669318
Singapore,Prostate Cancer,37343,15.83,235899,582600233
Singapore,Cervical Cancer,54218,22.98,235899,393448797
Singapore,Bladder Cancer,76209,32.31,235899,1353166629
Singapore,Non-Hodgkin Lymphoma,59001,25.01,235899,185908657
Singapore,Leukemia,39084,16.57,235899,1207730612
Singapore,Kidney Cancer,17806,7.55,235899,995269755
Singapore,Ovarian Cancer,38034,16.12,235899,629938924
Singapore,Oral Cancer,20094,8.52,235899,1430922244
Slovakia,Lung Cancer,58221,52.65,110589,1481328825
Slovakia,Colorectal Cancer,40531,36.65,110589,1152601756
Slovakia,Stomach Cancer,42247,38.2,110589,1479380689
Slovakia,Liver Cancer,51599,46.66,110589,204888505
Slovakia,Breast Cancer,5552,5.02,110589,1325861156
Slovakia,Esophageal Cancer,10417,9.42,110589,314713875
Slovakia,Pancreatic Cancer,69207,62.58,110589,169660858
Slovakia,Prostate Cancer,79270,71.68,110589,1169225090
Slovakia,Cervical Cancer,4722,4.27,110589,915166570
Slovakia,Bladder Cancer,41031,37.1,110589,1394054654
Slovakia,Non-Hodgkin Lymphoma,59819,54.09,110589,1005579664
Slovakia,Leukemia,34576,31.27,110589,906749458
Slovakia,Kidney Cancer,50028,45.24,110589,735839509
Slovakia,Ovarian Cancer,44461,40.2,110589,569673472
Slovakia,Oral Cancer,21435,19.38,110589,1217755567
Slovenia,Lung Cancer,28386,6.35,446870,1204403753
Slovenia,Colorectal Cancer,55786,12.48,446870,445652859
Slovenia,Stomach Cancer,3123,0.7,446870,686072982
Slovenia,Liver Cancer,63993,14.32,446870,518060720
Slovenia,Breast Cancer,26416,5.91,446870,779176278
Slovenia,Esophageal Cancer,79537,17.8,446870,528221842
Slovenia,Pancreatic Cancer,17508,3.92,446870,957386478
Slovenia,Prostate Cancer,79916,17.88,446870,1320484462
Slovenia,Cervical Cancer,36699,8.21,446870,200537919
Slovenia,Bladder Cancer,47806,10.7,446870,1187658584
Slovenia,Non-Hodgkin Lymphoma,36739,8.22,446870,561498657
Slovenia,Leukemia,32980,7.38,446870,281976631
Slovenia,Kidney Cancer,2609,0.58,446870,964071465
Slovenia,Ovarian Cancer,29141,6.52,446870,1463628957
Slovenia,Oral Cancer,7782,1.74,446870,72264168
Solomon Islands,Lung Cancer,26933,13.51,199352,686583714
Solomon Islands,Colorectal Cancer,9307,4.67,199352,1442490991
Solomon Islands,Stomach Cancer,76874,38.56,199352,1010292746
Solomon Islands,Liver Cancer,51772,25.97,199352,1439587284
Solomon Islands,Breast Cancer,41149,20.64,199352,1309257158
Solomon Islands,Esophageal Cancer,69477,34.85,199352,1193794369
Solomon Islands,Pancreatic Cancer,48947,24.55,199352,155318968
Solomon Islands,Prostate Cancer,46865,23.51,199352,218421877
Solomon Islands,Cervical Cancer,61410,30.8,199352,170186634
Solomon Islands,Bladder Cancer,25816,12.95,199352,42604850
Solomon Islands,Non-Hodgkin Lymphoma,51705,25.94,199352,124061236
Solomon Islands,Leukemia,74914,37.58,199352,358566297
Solomon Islands,Kidney Cancer,40567,20.35,199352,49544005
Solomon Islands,Ovarian Cancer,71122,35.68,199352,1317118958
Solomon Islands,Oral Cancer,42198,21.17,199352,173906799
Somalia,Lung Cancer,17459,3.77,462793,285391299
Somalia,Colorectal Cancer,65486,14.15,462793,27875637
Somalia,Stomach Cancer,40553,8.76,462793,266797081
Somalia,Liver Cancer,5922,1.28,462793,152904154
Somalia,Breast Cancer,5686,1.23,462793,1167049278
Somalia,Esophageal Cancer,33006,7.13,462793,567786750
Somalia,Pancreatic Cancer,13205,2.85,462793,836146302
Somalia,Prostate Cancer,24527,5.3,462793,401274299
Somalia,Cervical Cancer,19443,4.2,462793,1428490557
Somalia,Bladder Cancer,29202,6.31,462793,1313751632
Somalia,Non-Hodgkin Lymphoma,47142,10.19,462793,964440892
Somalia,Leukemia,21855,4.72,462793,1115064675
Somalia,Kidney Cancer,61372,13.26,462793,377201735
Somalia,Ovarian Cancer,39724,8.58,462793,387187353
Somalia,Oral Cancer,53003,11.45,462793,218150069
South Africa,Lung Cancer,16972,5.25,323068,359736797
South Africa,Colorectal Cancer,23927,7.41,323068,1426921805
South Africa,Stomach Cancer,67630,20.93,323068,221305388
South Africa,Liver Cancer,53347,16.51,323068,1113769916
