Country,Cancer_Type,Total_Deaths,Population_Size
Bangladesh,Colorectal,4572.0,479726249.0
Japan,Prostate,4267.0,571880585.0
Pakistan,Colorectal,2246.0,776828089.0
India,Stomach,2949.0,1053423882.0
USA,Lung,160.0,508059106.0
UK,Lung,1294.0,1273214162.0
South Korea,Prostate,4209.0,1031112471.0
Australia,Liver,2735.0,261500341.0
South Korea,Lung,3851.0,844557184.0
Saudi Arabia,Breast,,1046823947.0
India,Oesophagus,1427.0,
Nigeria,Lung,1821.0,412950894.0
Argentina,Oesophagus,62.0,48632051.0
Nigeria,Colorectal,4384.0,440278444.0
Mexico,Pancreatic,3311.0,251153713.0
UK,Liver,712.0,273253391.0
UK,Cervical,3142.0,1053509157.0
Italy,Thyroid,743.0,1278842953.0
Argentina,Liver,3440.0,261931195.0
Canada,Thyroid,1231.0,568606544.0
Spain,Colorectal,3068.0,186997552.0
Argentina,Liver,1554.0,313292263.0
France,Cervical,1952.0,807628286.0
Brazil,Thyroid,4221.0,879347918.0
Russia,Prostate,378.0,1057932704.0
USA,Breast,1489.0,
Indonesia,Liver,3896.0,394764408.0
Turkey,Colorectal,4217.0,480627913.0
South Korea,Lung,274.0,175352710.0
Egypt,Cervical,2570.0,961750432.0
Italy,Thyroid,3764.0,1072507984.0
Japan,Thyroid,2457.0,598667659.0
Australia,Breast,860.0,1034477494.0
South Africa,Thyroid,3167.0,993579917.0
Italy,Oesophagus,4823.0,734994226.0
India,Stomach,3340.0,346880171.0
Argentina,Oesophagus,4436.0,261873266.0
Spain,Thyroid,2301.0,530554289.0
Spain,Cervical,4711.0,373705629.0
USA,Liver,2579.0,
Canada,Colorectal,4656.0,1038195624.0
Vietnam,Lung,973.0,434608345.0
South Korea,Liver,3102.0,480975499.0
France,Prostate,65.0,1102352862.0
Mexico,Liver,3646.0,1247218995.0
Germany,Liver,2453.0,305608336.0
Canada,Colorectal,4501.0,342523684.0
Bangladesh,Breast,4975.0,86867922.0
Nigeria,Thyroid,4060.0,1159173123.0
Mexico,Breast,2696.0,208693554.0
Saudi Arabia,Prostate,1151.0,600955822.0
Argentina,Pancreatic,3025.0,853943673.0
Bangladesh,Lung,1140.0,13799565.0
Russia,Oesophagus,2956.0,1088585839.0
Bangladesh,Lung,1796.0,48641911.0
Egypt,Thyroid,4359.0,1198059369.0
Brazil,Lung,1770.0,402549421.0
Japan,Stomach,498.0,465437299.0
Russia,Oesophagus,3062.0,1202280938.0
Spain,Prostate,3554.0,970387297.0
Australia,Thyroid,1618.0,
Japan,Cervical,3236.0,807613458.0
India,Prostate,3541.0,1265442691.0
Argentina,Stomach,2596.0,725141706.0
Turkey,Oesophagus,4855.0,
UK,Colorectal,4525.0,692648770.0
Canada,Stomach,1097.0,632627376.0
UK,Prostate,4684.0,1310058786.0
South Africa,Thyroid,4898.0,239716992.0
USA,Pancreatic,4680.0,933002979.0
Nigeria,Thyroid,,905136357.0
Egypt,Oesophagus,1114.0,429927014.0
Indonesia,Pancreatic,3871.0,905364022.0
Brazil,Breast,617.0,
Italy,Oesophagus,1486.0,1026825087.0
South Korea,Oesophagus,4560.0,686861223.0
China,Stomach,4594.0,207539020.0
Germany,Thyroid,4755.0,
Saudi Arabia,Prostate,2755.0,787990666.0
Egypt,Colorectal,2533.0,247042880.0
UK,Lung,4850.0,668556039.0
Brazil,Liver,4879.0,287801333.0
Vietnam,Colorectal,3829.0,239342753.0
Saudi Arabia,Lung,4945.0,62449319.0
India,Breast,2844.0,1258592179.0
Spain,Prostate,1910.0,520217315.0
India,Thyroid,3386.0,186927657.0
Egypt,Cervical,1940.0,625557604.0
Italy,Oesophagus,4876.0,1203323561.0
Australia,Colorectal,4341.0,815314170.0
France,Lung,1147.0,184587179.0
Argentina,Cervical,1688.0,557551188.0
South Korea,Colorectal,1708.0,726285523.0
Spain,Prostate,1175.0,819915301.0
Australia,Thyroid,313.0,1056040640.0
UK,Pancreatic,3042.0,1365508130.0
India,Colorectal,210.0,1389774074.0
China,Colorectal,1306.0,688697691.0
Japan,Thyroid,4915.0,563602730.0
USA,Breast,360.0,459069943.0
India,Stomach,276.0,249053256.0
Argentina,Colorectal,322.0,1327075299.0
Canada,Thyroid,4462.0,818171681.0
Vietnam,Stomach,1972.0,551685601.0
Nigeria,Thyroid,,1031815952.0
Australia,Thyroid,,428445492.0
Brazil,Breast,1651.0,44865375.0
Brazil,Thyroid,3768.0,1362255489.0
Nigeria,Prostate,2472.0,1275471576.0
USA,Colorectal,1975.0,472205879.0
Argentina,Lung,616.0,1378062105.0
Vietnam,Lung,2965.0,70248428.0
Brazil,Lung,301.0,186833973.0
Argentina,Thyroid,2404.0,51491156.0
Brazil,Cervical,3551.0,
Germany,Stomach,4820.0,237068858.0
Germany,Stomach,2361.0,318718962.0
Indonesia,Thyroid,2165.0,295267159.0
Australia,Prostate,1652.0,976514715.0
Argentina,Prostate,3320.0,1204165707.0
South Africa,Oesophagus,563.0,1181514296.0
Japan,Thyroid,491.0,1230722762.0
South Africa,Liver,50.0,640873690.0
India,Breast,952.0,687890006.0
Indonesia,Lung,1270.0,855443424.0
UK,Breast,2371.0,1002607515.0
UK,Lung,905.0,306904876.0
Russia,Pancreatic,1067.0,1357845820.0
India,Pancreatic,2270.0,342618870.0
Australia,Thyroid,4730.0,
Bangladesh,Pancreatic,3554.0,261695162.0
China,Cervical,4600.0,665055708.0
Bangladesh,Oesophagus,245.0,1154532284.0
Pakistan,Prostate,4744.0,1232004472.0
China,Cervical,1382.0,278341698.0
Spain,Breast,4701.0,410754629.0
Spain,Breast,1567.0,784461679.0
USA,Pancreatic,4584.0,49848247.0
Egypt,Prostate,2747.0,8097379.0
Mexico,Oesophagus,4504.0,877011470.0
India,Lung,3157.0,630635360.0
Spain,Cervical,1107.0,
Mexico,Oesophagus,2755.0,976399224.0
Brazil,Colorectal,2113.0,250547830.0
South Korea,Stomach,2842.0,66600618.0
Australia,Pancreatic,470.0,974627104.0
Canada,Lung,4698.0,788065138.0
Italy,Colorectal,2864.0,1326445155.0
Vietnam,Lung,,
Italy,Lung,,287903158.0
Brazil,Pancreatic,1541.0,1144419928.0
Argentina,Lung,1935.0,1018309008.0
South Africa,Oesophagus,4997.0,1175901796.0
China,Oesophagus,559.0,62719570.0
France,Colorectal,1909.0,90599338.0
Indonesia,Breast,1908.0,481954165.0
Pakistan,Prostate,963.0,355356653.0
Nigeria,Cervical,2115.0,94767173.0
China,Cervical,3016.0,523014918.0
Nigeria,Liver,4939.0,788627553.0
Egypt,Pancreatic,3887.0,905981247.0
China,Thyroid,1646.0,666976416.0
Egypt,Thyroid,4492.0,53772633.0
Italy,Colorectal,1105.0,173199912.0
Indonesia,Lung,1073.0,347222832.0
China,Lung,3254.0,1146804634.0
Turkey,Pancreatic,625.0,88064869.0
South Korea,Stomach,248.0,
Nigeria,Breast,1415.0,371083130.0
India,Liver,2048.0,1365126846.0
Saudi Arabia,Oesophagus,1066.0,202943406.0
Italy,Lung,3668.0,641105492.0
Vietnam,Liver,75.0,631377875.0
Germany,Cervical,1608.0,478563330.0
Indonesia,Stomach,3774.0,335084873.0
Australia,Oesophagus,3508.0,520509600.0
Brazil,Pancreatic,3406.0,913716732.0
Russia,Liver,2417.0,1024121545.0
Germany,Colorectal,520.0,1159200146.0
Saudi Arabia,Oesophagus,2517.0,1136096359.0
Australia,Pancreatic,4796.0,976883943.0
Germany,Thyroid,935.0,1245284977.0
Australia,Pancreatic,925.0,1221901897.0
Turkey,Pancreatic,991.0,663195302.0
Saudi Arabia,Oesophagus,,1178026397.0
Brazil,Stomach,621.0,772834243.0
China,Oesophagus,4199.0,153535338.0
Nigeria,Prostate,654.0,1064824772.0
Argentina,Breast,,719860903.0
China,Stomach,3579.0,665253207.0
UK,Colorectal,4410.0,47312589.0
France,Stomach,431.0,137189097.0
France,Cervical,1286.0,1374961884.0
Canada,Colorectal,2430.0,75451117.0
France,Thyroid,3829.0,9320673.0
Indonesia,Oesophagus,2155.0,992209406.0
Italy,Pancreatic,1567.0,1026266819.0
South Korea,Oesophagus,1583.0,701632603.0
Vietnam,Cervical,3344.0,510561426.0
Vietnam,Liver,3490.0,1277954496.0
Canada,Cervical,3539.0,1372690858.0
France,Prostate,3995.0,625084218.0
Spain,Pancreatic,4692.0,678197169.0
Canada,Pancreatic,920.0,632093865.0
Bangladesh,Lung,2200.0,1048558669.0
Russia,Liver,3282.0,290411959.0
Bangladesh,Lung,3281.0,720551135.0
Russia,Thyroid,3816.0,324516593.0
Saudi Arabia,Breast,3257.0,1381621978.0
South Korea,Breast,4543.0,870092898.0
USA,Oesophagus,4537.0,885411526.0
USA,Breast,3876.0,859236392.0
Egypt,Pancreatic,1662.0,265465774.0
Indonesia,Cervical,1127.0,1022482222.0
Indonesia,Liver,1350.0,310160064.0
Argentina,Oesophagus,2208.0,210392027.0
Brazil,Oesophagus,2321.0,1249234932.0
Egypt,Liver,2579.0,802791113.0
Germany,Pancreatic,3310.0,1310473222.0
Spain,Thyroid,413.0,222047816.0
Argentina,Thyroid,895.0,1016177447.0
Nigeria,Oesophagus,3082.0,117628066.0
India,Thyroid,1377.0,1368024345.0
Brazil,Pancreatic,3212.0,462384644.0
Japan,Prostate,441.0,870635468.0
Mexico,Prostate,3305.0,863181100.0
South Africa,Lung,2109.0,1024344349.0
China,Stomach,3287.0,678022577.0
Australia,Colorectal,2096.0,1111441958.0
South Africa,Breast,4291.0,277527625.0
UK,Thyroid,1355.0,749356299.0
Japan,Prostate,,416966525.0
South Korea,Cervical,2082.0,573976460.0
Italy,Liver,,1365237671.0
South Korea,Stomach,,278230701.0
Spain,Lung,3418.0,
Italy,Colorectal,2994.0,651000114.0
Saudi Arabia,Prostate,3854.0,83291727.0
France,Lung,4263.0,1177111196.0
Canada,Stomach,4510.0,442895462.0
Australia,Liver,185.0,332473521.0
Russia,Breast,,1358869900.0
India,Prostate,1921.0,79393078.0
Bangladesh,Liver,4083.0,1154754966.0
Australia,Colorectal,,560418225.0
USA,Thyroid,4062.0,1367207183.0
Turkey,Stomach,254.0,436752247.0
Italy,Colorectal,4644.0,782974447.0
Italy,Breast,2421.0,1127747604.0
Saudi Arabia,Liver,4740.0,242484169.0
Spain,Pancreatic,611.0,1143340818.0
South Africa,Breast,3364.0,17227170.0
Vietnam,Oesophagus,4010.0,971480249.0
South Africa,Prostate,2576.0,983917751.0
Saudi Arabia,Thyroid,2261.0,655110130.0
China,Stomach,2421.0,850629757.0
UK,Cervical,4785.0,1366263399.0
South Africa,Liver,2731.0,1054821991.0
Saudi Arabia,Pancreatic,,825239556.0
Indonesia,Cervical,3819.0,1164488101.0
Pakistan,Prostate,2305.0,579931901.0
USA,Prostate,4460.0,1308257577.0
Italy,Stomach,950.0,176311886.0
Vietnam,Pancreatic,1800.0,1071969979.0
South Africa,Prostate,4949.0,181072322.0
France,Cervical,,120983383.0
Italy,Pancreatic,3209.0,877698536.0
UK,Cervical,1502.0,1150150142.0
Egypt,Breast,1293.0,862769775.0
Nigeria,Colorectal,2372.0,570055420.0
USA,Pancreatic,1720.0,281205615.0
Indonesia,Lung,2077.0,143255662.0
Italy,Colorectal,1818.0,971694327.0
South Korea,Colorectal,,772558504.0
Vietnam,Pancreatic,2352.0,249159732.0
Brazil,Thyroid,1219.0,302869302.0
Germany,Prostate,4760.0,1084066631.0
Pakistan,Breast,2482.0,598075307.0
South Korea,Thyroid,436.0,106746838.0
Australia,Thyroid,2480.0,1376289796.0
Pakistan,Lung,3398.0,1333498255.0
Spain,Liver,1455.0,1039068676.0
Mexico,Pancreatic,173.0,342122197.0
South Korea,Cervical,4047.0,61296384.0
Australia,Prostate,3502.0,148558546.0
UK,Thyroid,3946.0,1225466421.0
Turkey,Breast,1674.0,133202678.0
South Korea,Liver,1231.0,1306275497.0
Russia,Lung,777.0,369861419.0
Germany,Oesophagus,3934.0,1281082557.0
USA,Prostate,,406719997.0
Japan,Oesophagus,1191.0,1231357004.0
UK,Colorectal,2425.0,1198594139.0
Egypt,Thyroid,4081.0,895875514.0
Italy,Stomach,408.0,709028091.0
Russia,Prostate,3792.0,1016097742.0
Italy,Cervical,2894.0,913085328.0
Spain,Liver,4588.0,609820523.0
China,Breast,2261.0,996905654.0
Italy,Prostate,1022.0,1113057389.0
Bangladesh,Cervical,410.0,1375569027.0
Bangladesh,Pancreatic,2682.0,
Australia,Oesophagus,3240.0,526891888.0
Mexico,Pancreatic,4998.0,223826341.0
Indonesia,Liver,1674.0,927256147.0
Germany,Lung,3978.0,921691345.0
Japan,Thyroid,1806.0,147068912.0
Brazil,Prostate,290.0,1288639922.0
Nigeria,Stomach,4811.0,1362077673.0
Turkey,Oesophagus,1025.0,
China,Oesophagus,4368.0,229370648.0
Saudi Arabia,Prostate,2363.0,1220507165.0
UK,Colorectal,1355.0,128843918.0
Nigeria,Pancreatic,837.0,158589539.0
Brazil,Oesophagus,2478.0,998696263.0
South Korea,Cervical,605.0,553976411.0
India,Breast,2159.0,1186815923.0
Argentina,Thyroid,4992.0,1332462229.0
Spain,Oesophagus,2699.0,289516283.0
Argentina,Cervical,1609.0,1125952368.0
Nigeria,Liver,4285.0,881286461.0
Nigeria,Liver,1413.0,1122021349.0
Vietnam,Thyroid,4009.0,830731844.0
Canada,Colorectal,639.0,977982573.0
Russia,Stomach,1799.0,264921505.0
France,Thyroid,590.0,288553125.0
Saudi Arabia,Lung,2472.0,191649290.0
Vietnam,Colorectal,340.0,1387753758.0
Japan,Oesophagus,2140.0,909211652.0
Vietnam,Thyroid,3985.0,744616835.0
USA,Pancreatic,4008.0,1109033010.0
Indonesia,Liver,3909.0,37148804.0
Bangladesh,Cervical,,369955895.0
Brazil,Thyroid,57.0,1031439605.0
Russia,Pancreatic,1707.0,376334929.0
Saudi Arabia,Colorectal,4628.0,914225834.0
Nigeria,Lung,4478.0,610816145.0
China,Cervical,1306.0,308202674.0
Turkey,Breast,4000.0,106398622.0
France,Lung,1089.0,397829320.0
Russia,Oesophagus,2166.0,622489950.0
Italy,Pancreatic,734.0,412507588.0
Nigeria,Thyroid,4068.0,162603811.0
Spain,Thyroid,1847.0,665819497.0
Australia,Prostate,1874.0,379397096.0
Saudi Arabia,Liver,3584.0,899880281.0
Nigeria,Oesophagus,112.0,
Indonesia,Pancreatic,310.0,9940028.0
South Korea,Thyroid,3621.0,1268175987.0
China,Breast,3242.0,997772072.0
Italy,Cervical,1538.0,305122346.0
France,Oesophagus,1180.0,469214776.0
Bangladesh,Colorectal,4325.0,1023576659.0
Indonesia,Breast,404.0,602058914.0
UK,Cervical,2824.0,1009774870.0
Mexico,Stomach,638.0,116600939.0
Brazil,Liver,654.0,183159846.0
Nigeria,Oesophagus,2278.0,20759192.0
Spain,Pancreatic,223.0,1267535742.0
Russia,Lung,403.0,600741557.0
Indonesia,Cervical,3340.0,837245937.0
Turkey,Colorectal,483.0,740909703.0
India,Thyroid,3002.0,438170426.0
Turkey,Lung,308.0,315943482.0
Australia,Breast,917.0,756635771.0
Mexico,Liver,2656.0,789662177.0
Italy,Pancreatic,,294694685.0
India,Lung,645.0,422342389.0
South Africa,Colorectal,443.0,1297995199.0
Nigeria,Cervical,4481.0,198166987.0
Brazil,Pancreatic,2160.0,708904599.0
France,Stomach,3914.0,686605736.0
Russia,Thyroid,4189.0,899440978.0
UK,Liver,2250.0,1182536747.0
France,Lung,4047.0,674765711.0
USA,Liver,3903.0,916293721.0
India,Liver,,47306710.0
Nigeria,Liver,3804.0,1173845176.0
Egypt,Cervical,4420.0,993703776.0
Saudi Arabia,Liver,3479.0,866784169.0
Germany,Stomach,4571.0,1278377565.0
Brazil,Breast,4628.0,473800969.0
Vietnam,Colorectal,263.0,1320703675.0
Germany,Pancreatic,2176.0,1293606122.0
Mexico,Stomach,188.0,1275417141.0
China,Pancreatic,4243.0,722131493.0
UK,Colorectal,4010.0,288917038.0
Bangladesh,Breast,713.0,773600034.0
China,Oesophagus,2882.0,1365697978.0
Turkey,Pancreatic,1123.0,1271983099.0
India,Pancreatic,4624.0,352877668.0
Brazil,Breast,4072.0,1144802684.0
Japan,Lung,,319500471.0
Australia,Stomach,1550.0,1222904362.0
Japan,Lung,3228.0,667222114.0
France,Lung,,1089060897.0
Italy,Lung,4946.0,1090902117.0
Saudi Arabia,Liver,235.0,1204836183.0
Nigeria,Thyroid,4703.0,616479463.0
Vietnam,Pancreatic,2030.0,345705984.0
USA,Lung,4591.0,78506488.0
Australia,Stomach,4038.0,453894023.0
Brazil,Thyroid,879.0,413138741.0
Mexico,Thyroid,3569.0,1086140696.0
Egypt,Lung,,55491335.0
South Africa,Cervical,3378.0,508530079.0
Argentina,Lung,3398.0,1105943857.0
Saudi Arabia,Cervical,2535.0,377122380.0
France,Lung,4661.0,293197741.0
Japan,Stomach,1275.0,571639109.0
China,Cervical,4901.0,55814510.0
Mexico,Liver,2894.0,222048549.0
USA,Thyroid,2783.0,135723940.0
USA,Lung,4470.0,848755807.0
India,Thyroid,4046.0,
Bangladesh,Lung,2720.0,1303769410.0
Spain,Pancreatic,4832.0,279654133.0
Bangladesh,Pancreatic,1548.0,
France,Prostate,,24371725.0
Japan,Lung,2497.0,1294728731.0
Brazil,Prostate,917.0,437522149.0
South Africa,Breast,4362.0,197780035.0
USA,Breast,3058.0,26089486.0
Argentina,Thyroid,3574.0,1273141968.0
Brazil,Cervical,2062.0,411493092.0
Brazil,Lung,289.0,891306533.0
Indonesia,Colorectal,97.0,
South Africa,Lung,4099.0,796115043.0
Russia,Lung,3507.0,177313657.0
South Korea,Colorectal,3329.0,1263045703.0
UK,Breast,3278.0,1187200477.0
Germany,Prostate,1298.0,344660117.0
South Korea,Thyroid,1217.0,1138662560.0
Egypt,Breast,3540.0,623987775.0
Bangladesh,Colorectal,1947.0,814515364.0
Bangladesh,Lung,3586.0,537927810.0
Pakistan,Breast,2229.0,1144550851.0
Bangladesh,Stomach,4770.0,933890460.0
South Africa,Pancreatic,2020.0,89395704.0
Indonesia,Lung,4746.0,920135263.0
Nigeria,Oesophagus,2770.0,86608022.0
India,Colorectal,2431.0,795247159.0
Vietnam,Liver,1993.0,628625170.0
Italy,Cervical,3196.0,
India,Liver,3533.0,567610482.0
South Korea,Breast,3746.0,1381039230.0
Australia,Lung,2875.0,475283087.0
India,Cervical,1877.0,1013876519.0
Italy,Cervical,272.0,1399704740.0
Vietnam,Thyroid,1796.0,881832640.0
China,Liver,579.0,836544082.0
South Africa,Lung,183.0,991504354.0
Argentina,Thyroid,3853.0,1335710352.0
Bangladesh,Prostate,4536.0,880267430.0
Bangladesh,Liver,151.0,1395042736.0
Indonesia,Pancreatic,3773.0,1114553676.0
Pakistan,Pancreatic,2778.0,310396246.0
Indonesia,Thyroid,2595.0,764142368.0
Nigeria,Prostate,2608.0,773197338.0
Nigeria,Stomach,3091.0,211581922.0
USA,Stomach,2050.0,871789899.0
Pakistan,Pancreatic,998.0,377696968.0
Indonesia,Oesophagus,1618.0,582922125.0
Bangladesh,Colorectal,4986.0,569806507.0
Germany,Colorectal,2103.0,209741163.0
Turkey,Oesophagus,3055.0,169323516.0
Italy,Thyroid,243.0,545257940.0
Italy,Colorectal,791.0,647901766.0
India,Colorectal,3956.0,193565514.0
Turkey,Liver,3009.0,417119468.0
Pakistan,Liver,4618.0,86414101.0
Russia,Oesophagus,2313.0,456431785.0
Nigeria,Lung,3470.0,182677429.0
South Korea,Prostate,2973.0,1042397450.0
India,Thyroid,3304.0,824192268.0
Brazil,Liver,3289.0,274909083.0
Vietnam,Liver,3915.0,609575024.0
India,Stomach,87.0,1396378740.0
Russia,Prostate,,95173290.0
Spain,Stomach,,385059424.0
China,Lung,,1219214006.0
Germany,Prostate,3263.0,540922660.0
Brazil,Colorectal,1833.0,731603125.0
Germany,Stomach,2016.0,598871279.0
India,Pancreatic,152.0,
Spain,Thyroid,91.0,512124285.0
Nigeria,Colorectal,3044.0,696602162.0
UK,Prostate,3268.0,1049155350.0
Italy,Pancreatic,3040.0,1230318876.0
Russia,Lung,4338.0,1378764481.0
UK,Pancreatic,3419.0,1362950991.0
Saudi Arabia,Liver,1111.0,779645237.0
Turkey,Oesophagus,2599.0,
Saudi Arabia,Pancreatic,1726.0,379162079.0
Italy,Cervical,3739.0,911255682.0
Bangladesh,Lung,4047.0,61306034.0
Brazil,Colorectal,,47783080.0
Italy,Stomach,,995083796.0
Russia,Breast,157.0,1259068504.0
Mexico,Lung,2728.0,1255492496.0
UK,Cervical,384.0,733867864.0
China,Liver,2089.0,
Indonesia,Stomach,853.0,452257118.0
Indonesia,Thyroid,1898.0,127454650.0
Russia,Breast,816.0,1089282091.0
Russia,Pancreatic,3577.0,890133099.0
France,Cervical,2356.0,517628783.0
Brazil,Pancreatic,2879.0,522676445.0
Turkey,Thyroid,1538.0,341146858.0
France,Lung,4179.0,73480750.0
Germany,Oesophagus,3616.0,996062159.0
Bangladesh,Cervical,2423.0,1289363749.0
Nigeria,Prostate,886.0,63028378.0
Nigeria,Colorectal,3359.0,659840522.0
Bangladesh,Prostate,3662.0,1154525890.0
Vietnam,Oesophagus,4884.0,1212602329.0
Italy,Thyroid,2841.0,837154592.0
South Africa,Prostate,4262.0,1073514190.0
France,Liver,4033.0,1001317467.0
Mexico,Cervical,3818.0,45292220.0
UK,Liver,1554.0,67032851.0
Bangladesh,Breast,2500.0,983642091.0
Egypt,Oesophagus,3094.0,1232537588.0
South Korea,Breast,2083.0,619336847.0
India,Breast,1749.0,668308675.0
Italy,Breast,2330.0,557886827.0
Bangladesh,Lung,1357.0,183277238.0
France,Lung,2577.0,313289325.0
Mexico,Oesophagus,3888.0,249441625.0
Mexico,Stomach,1025.0,421139644.0
Russia,Prostate,2106.0,790827396.0
Canada,Lung,4860.0,1081467689.0
Russia,Pancreatic,2476.0,958988020.0
Brazil,Liver,3724.0,1121668722.0
Saudi Arabia,Lung,2478.0,1188517196.0
Brazil,Thyroid,4989.0,957254888.0
Bangladesh,Breast,3783.0,216201162.0
Germany,Lung,409.0,26633700.0
Australia,Oesophagus,2273.0,247205868.0
Japan,Liver,534.0,939339601.0
Spain,Liver,1478.0,1005200796.0
Indonesia,Stomach,,857265003.0
South Africa,Colorectal,745.0,193644548.0
Bangladesh,Colorectal,4710.0,
Japan,Prostate,251.0,839081489.0
Spain,Pancreatic,3907.0,265178046.0
France,Cervical,1248.0,1190337887.0
Vietnam,Oesophagus,1317.0,416116905.0
India,Thyroid,3020.0,1020953685.0
South Africa,Lung,123.0,51414824.0
Brazil,Oesophagus,145.0,259598016.0
Argentina,Pancreatic,4318.0,880046453.0
South Africa,Colorectal,3527.0,594610456.0
Russia,Oesophagus,,1293897186.0
Spain,Lung,307.0,615697925.0
Vietnam,Stomach,3708.0,1208165628.0
South Korea,Prostate,,909868337.0
India,Stomach,2856.0,702816292.0
Spain,Colorectal,4306.0,625880632.0
Vietnam,Breast,235.0,1151174948.0
Indonesia,Colorectal,192.0,369177374.0
Bangladesh,Prostate,3403.0,258672290.0
Italy,Lung,689.0,939741494.0
Argentina,Pancreatic,3799.0,1002249324.0
Italy,Cervical,2124.0,504703824.0
Japan,Stomach,4018.0,912241645.0
Argentina,Colorectal,251.0,217506890.0
Japan,Pancreatic,3142.0,836048795.0
Germany,Stomach,3215.0,1217985014.0
Turkey,Colorectal,3129.0,646512179.0
South Korea,Prostate,4617.0,963734121.0
Argentina,Stomach,2152.0,842172682.0
Japan,Colorectal,960.0,1302336157.0
USA,Lung,1621.0,1368411173.0
Turkey,Prostate,3498.0,420310084.0
South Korea,Pancreatic,2209.0,39207027.0
France,Pancreatic,4375.0,621418197.0
Nigeria,Cervical,2594.0,526789900.0
China,Oesophagus,1379.0,777273707.0
Pakistan,Breast,3663.0,1296868402.0
Egypt,Lung,,1106545586.0
China,Prostate,856.0,1322964500.0
Australia,Stomach,3749.0,18547748.0
France,Pancreatic,2323.0,287245491.0
Mexico,Lung,108.0,499869908.0
Indonesia,Prostate,2525.0,318961960.0
Spain,Prostate,4873.0,845118851.0
Saudi Arabia,Stomach,1205.0,
South Korea,Prostate,547.0,346853730.0
Pakistan,Thyroid,4375.0,1394504951.0
Turkey,Lung,4478.0,346859187.0
Nigeria,Colorectal,4026.0,1216032365.0
Argentina,Pancreatic,1657.0,214641608.0
Saudi Arabia,Pancreatic,770.0,1113210361.0
India,Colorectal,1324.0,1282125506.0
Australia,Lung,3917.0,549088958.0
France,Breast,740.0,1142945096.0
Spain,Lung,4073.0,1270409788.0
Egypt,Liver,4202.0,1381868568.0
Argentina,Prostate,3487.0,734200325.0
Australia,Oesophagus,,38257263.0
Pakistan,Stomach,799.0,1193772689.0
Australia,Thyroid,3101.0,1302018886.0
Turkey,Oesophagus,4823.0,675162530.0
Japan,Colorectal,3614.0,962395742.0
Australia,Stomach,4705.0,1388585893.0
Turkey,Stomach,1754.0,623740023.0
Spain,Stomach,3495.0,793380258.0
Spain,Pancreatic,4494.0,272347675.0
Bangladesh,Thyroid,2427.0,1393738283.0
Australia,Pancreatic,3281.0,133541725.0
Pakistan,Prostate,2265.0,373675977.0
India,Liver,935.0,841718761.0
UK,Cervical,914.0,789431898.0
Vietnam,Thyroid,3544.0,1394975422.0
Indonesia,Oesophagus,3104.0,941748310.0
Saudi Arabia,Prostate,835.0,28322698.0
Indonesia,Lung,506.0,345213108.0
Australia,Colorectal,394.0,289471431.0
UK,Liver,603.0,
Canada,Prostate,837.0,607933604.0
Bangladesh,Lung,1869.0,15820612.0
Indonesia,Liver,754.0,1328043782.0
Egypt,Lung,4957.0,
India,Thyroid,1002.0,188078371.0
